ID,EQUIPO_ID,PUNTOS,PUNTOS_MEDIA,NOMBRE,APODO,SLUG,POSICION_ID,POSICION,VALOR_MERCADO,ESTADO_JUGADOR,SEMANA_1,SEMANA_2,SEMANA_3,SEMANA_4,SEMANA_5,SEMANA_6,SEMANA_7,SEMANA_8,SEMANA_9,SEMANA_10,SEMANA_11,SEMANA_12,SEMANA_13,SEMANA_14,SEMANA_15,SEMANA_16,SEMANA_17,SEMANA_18,SEMANA_19,SEMANA_20,SEMANA_21,SEMANA_22,SEMANA_23,SEMANA_24,SEMANA_25,SEMANA_26,SEMANA_27,SEMANA_28,SEMANA_29,SEMANA_30,SEMANA_31,SEMANA_32,SEMANA_33,SEMANA_34,SEMANA_35,SEMANA_36,SEMANA_37,SEMANA_38,SEMANA_1_AGGR,SEMANA_2_AGGR,SEMANA_3_AGGR,SEMANA_4_AGGR,SEMANA_5_AGGR,SEMANA_6_AGGR,SEMANA_7_AGGR,SEMANA_8_AGGR,SEMANA_9_AGGR,SEMANA_10_AGGR,SEMANA_11_AGGR,SEMANA_12_AGGR,SEMANA_13_AGGR,SEMANA_14_AGGR,SEMANA_15_AGGR,SEMANA_16_AGGR,SEMANA_17_AGGR,SEMANA_18_AGGR,SEMANA_19_AGGR,SEMANA_20_AGGR,SEMANA_21_AGGR,SEMANA_22_AGGR,SEMANA_23_AGGR,SEMANA_24_AGGR,SEMANA_25_AGGR,SEMANA_26_AGGR,SEMANA_27_AGGR,SEMANA_28_AGGR,SEMANA_29_AGGR,SEMANA_30_AGGR,SEMANA_31_AGGR,SEMANA_32_AGGR,SEMANA_33_AGGR,SEMANA_34_AGGR,SEMANA_35_AGGR,SEMANA_36_AGGR,SEMANA_37_AGGR,SEMANA_38_AGGR
190,GET,87,4.35,"Mathías Olivera Miramontes","Olivera",mathias-olivera,2,Defensa,699326,doubtful,2,2,1,3,1,0,1,5,5,2,0,0,3,11,8,5,5,7,6,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,8,9,9,10,15,20,22,22,22,25,36,44,49,54,61,67,67,71,77,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
192,GET,93,4.043478260869565,"Dakonam Ortega Djené","Djené",dakonam,2,Defensa,2660811,ok,0,6,2,3,-2,6,3,3,7,-1,0,3,6,8,8,6,4,4,0,3,2,7,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,9,15,18,21,28,27,27,30,36,44,52,58,62,66,66,69,71,78,88,88,93,93,93,93,93,93,93,93,93,93,93,93,93,93
193,GET,109,5.190476190476191,"Mauro Wilney Arambarri Rosa","Arambarri",mauro-arambarri,3,Centrocampista,4445797,ok,5,4,4,2,0,0,0,3,3,2,3,3,3,16,7,10,3,8,5,0,6,5,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,15,15,15,15,18,21,23,26,29,32,48,55,65,68,76,81,81,87,92,103,106,109,109,109,109,109,109,109,109,109,109,109,109,109,109
197,GET,113,4.52,"Nemanja Maksimovic","Maksimovic",nemanja-maksimovic,3,Centrocampista,2987176,doubtful,4,4,3,4,2,3,2,3,4,2,3,3,4,7,7,6,5,6,7,5,13,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,15,17,20,22,25,29,31,34,37,41,48,55,61,66,72,79,84,97,102,110,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
200,GET,43,1.9545454545454546,"Jaime Mata Arnaiz","Mata",mata,4,Delantero,559228,ok,2,1,2,4,0,4,2,2,0,0,2,1,1,7,2,2,1,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,9,13,15,17,17,17,19,20,21,28,30,32,33,33,35,37,39,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
201,GRA,97,3.88,"Jorge Molina Vidal","Jorge Molina",jorge-molina,4,Delantero,1014436,ok,2,2,2,1,3,0,1,0,10,2,6,5,3,2,10,4,8,17,4,2,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,7,10,10,11,11,78,13,19,24,27,29,39,43,51,68,82,84,89,91,93,95,97,97,97,97,97,97,97,97,97,97,97,97,97,97
204,LEV,68,2.8333333333333335,"Aitor Fernández Abarisketa","Aitor Fdez.",aitor-fernandez,1,Portero,585776,ok,3,1,0,5,0,0,7,8,10,3,2,3,0,0,0,0,0,0,1,19,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,9,9,16,24,34,37,39,42,42,42,42,42,42,42,43,62,68,64,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
207,LEV,3,0.12,"Jorge Andújar Moreno","Coke",coke,2,Defensa,558500,ok,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
211,LEV,64,2.909090909090909,"Rúben Miguel Nunes Vezo","Vezo",vezo,2,Defensa,559076,injured,0,2,4,6,6,1,0,2,8,1,4,1,4,8,1,8,-1,-2,-1,9,0,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,18,19,19,21,29,30,34,35,39,47,48,56,55,53,52,61,61,64,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
212,GET,25,1.4705882352941178,"Erick Cathriel Cabaco Almada","Cabaco",erick-cabaco,2,Defensa,558461,ok,1,-1,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,11,11,12,13,13,13,13,13,22,23,23,23,23,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25
213,LEV,15,1.6666666666666667,"Sergio Postigo Redondo","Postigo",sergio-postigo,2,Defensa,558879,injured,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
215,LEV,54,4.153846153846154,"José Gómez Campaña","Campaña",jose-gomez-campana,3,Centrocampista,875419,injured,6,7,2,2,0,0,0,0,0,0,0,3,5,9,2,6,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,15,17,17,17,17,17,17,17,17,20,25,34,36,42,43,49,50,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
216,LEV,68,3.5789473684210527,"Enis Bardhi","Bardhi",enis-bardhi,3,Centrocampista,565050,ok,2,2,2,0,0,0,0,0,0,3,15,0,2,7,6,1,1,8,-2,10,7,-1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,6,6,6,6,6,9,24,24,26,33,39,40,41,49,47,57,66,56,57,59,68,68,68,68,68,68,68,68,68,68,68,68,68,68
217,LEV,100,4.3478260869565215,"José Luis Morales Nogales","Morales",morales,3,Centrocampista,8020031,ok,9,3,2,2,11,2,2,1,3,17,3,1,4,5,2,5,10,7,0,9,2,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,16,27,29,31,32,35,52,55,56,60,65,67,72,82,89,89,98,101,98,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100
218,LEV,7,0.3333333333333333,"Nikola Vukčević","Vukčević",nikola-vukcevic,3,Centrocampista,558725,ok,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,4,6,6,6,6,6,6,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
222,LEV,70,3.6842105263157894,"Roger Martí Salvador","Roger",roger,4,Delantero,680454,ok,4,8,3,9,2,-2,1,2,0,0,0,0,0,3,1,4,7,7,0,8,5,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,24,26,24,25,27,27,27,27,27,27,30,31,35,42,49,49,57,67,60,62,62,70,70,70,70,70,70,70,70,70,70,70,70,70,70
226,LEV,41,1.9523809523809523,"Jorge Miramón","Miramón",miramon,2,Defensa,561170,ok,1,2,3,5,0,0,1,3,5,1,3,0,0,1,0,0,0,0,0,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,11,11,11,12,15,20,21,24,24,24,25,25,25,25,25,25,33,40,34,34,34,41,41,41,41,41,41,41,41,41,41,41,41,41,41
228,LEV,60,3.3333333333333335,"Gonzalo Melero Manzanares","Melero",gonzalo-melero,3,Centrocampista,613283,ok,8,8,3,5,0,2,2,3,3,6,0,0,0,0,0,0,1,1,0,3,11,3,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,19,24,24,26,28,31,34,40,40,40,40,40,40,40,41,42,42,45,61,48,49,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60
230,RMA,168,6.72,"Thibaut Courtois","Courtois",courtois,1,Portero,30457819,ok,2,1,12,2,6,6,9,3,10,3,8,6,8,6,7,6,13,8,6,13,4,2,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,17,23,29,38,41,89,44,52,58,66,72,79,95,108,116,126,139,120,141,150,160,168,168,168,168,168,168,168,168,168,168,168,168,168,168
231,RMA,73,4.5625,"Daniel Carvajal Ramos","Carvajal",carvajal,2,Defensa,14523109,ok,0,3,13,0,2,0,0,0,0,1,6,1,3,7,3,9,6,0,0,0,0,0,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,16,18,18,18,18,39,19,25,26,29,36,39,48,54,54,54,54,54,54,60,66,73,73,73,73,73,73,73,73,73,73,73,73,73,73
232,RMA,27,1.6875,"Marcelo Vieira da Silva Júnior","Marcelo",marcelo,2,Defensa,560470,ok,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,2,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,1,2,9,9,9,9,9,9,9,11,11,11,11,19,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27
236,RMA,56,2.3333333333333335,"José Ignacio Fernández Iglesias","Nacho",nacho,2,Defensa,1121148,ok,12,3,0,2,3,2,7,2,2,0,0,0,1,11,1,0,1,1,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,15,17,20,22,29,31,46,31,31,31,32,43,44,46,47,48,52,53,52,53,54,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
238,RMA,39,1.95,"Francisco Román Alarcón Suárez","Isco",isco,3,Centrocampista,570517,ok,1,5,5,0,2,10,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,11,13,23,26,26,26,26,26,26,26,26,26,26,26,26,28,29,29,32,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
240,RMA,115,6.052631578947368,"Luka Modrić","Modrić",modric,3,Centrocampista,39639180,ok,9,0,0,6,3,0,5,1,9,6,0,11,0,8,4,7,10,0,7,8,0,7,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,15,18,18,23,24,62,30,30,41,41,49,53,69,79,79,86,94,94,101,107,109,115,115,115,115,115,115,115,115,115,115,115,115,115,115
242,RMA,124,5.904761904761905,"Marco Asensio","Asensio",marco-asensio,4,Delantero,18695968,ok,1,2,4,1,0,22,7,0,7,2,5,3,5,11,3,1,11,0,1,6,0,0,15,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,8,8,30,37,37,73,39,44,47,52,63,66,74,85,85,86,92,92,92,107,114,124,124,124,124,124,124,124,124,124,124,124,124,124,124
243,RMA,82,3.9047619047619047,"Fede Valverde","Valverde",federico-valverde,3,Centrocampista,4649991,ok,5,3,5,7,5,4,6,2,2,2,0,0,0,0,3,1,1,6,0,1,6,2,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,20,25,29,35,37,44,39,39,39,39,39,42,45,46,52,58,59,58,61,66,75,82,82,82,82,82,82,82,82,82,82,82,82,82,82
244,RMA,130,5.6521739130434785,"Carlos Henrique Casemiro","Casemiro",casemiro,3,Centrocampista,36108164,ok,6,7,8,4,5,0,5,2,8,4,6,4,5,10,3,9,6,5,3,9,0,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,25,30,30,35,37,77,41,47,51,56,66,69,86,92,97,100,109,109,114,114,122,130,130,130,130,130,130,130,130,130,130,130,130,130,130
245,RMA,61,2.5416666666666665,"Lucas Vázquez Iglesias","Lucas Vázquez",lucas-vazquez,3,Centrocampista,1246637,ok,3,0,2,0,3,2,0,2,6,9,2,6,1,0,1,0,0,7,3,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,8,10,10,12,37,21,23,29,30,30,31,37,37,44,52,57,49,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61
246,RMA,112,6.222222222222222,"Toni Kroos","Kroos",toni-kroos,3,Centrocampista,36415386,ok,0,0,0,0,0,0,0,2,7,3,7,6,12,15,5,7,6,10,2,5,9,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,5,12,18,30,45,50,64,70,80,91,96,89,100,106,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
247,RMA,204,8.869565217391305,"Vinicius Júnior","Vinícius Jr.",vinicius-1,4,Delantero,84779419,ok,9,13,7,11,13,11,3,3,5,7,4,16,7,10,11,13,12,4,0,14,2,11,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,29,40,53,64,67,70,130,77,81,97,104,114,125,143,155,159,159,175,161,186,186,192,204,204,204,204,204,204,204,204,204,204,204,204,204,204
248,RMA,14,1.0769230769230769,"Mariano Díaz Mejía","Mariano",mariano,4,Delantero,558463,ok,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,14,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
250,RMA,208,9.454545454545455,"Karim Benzema","Benzema",benzema,4,Delantero,78552500,ok,15,9,9,21,12,19,4,12,10,2,6,0,7,6,8,1,7,6,3,17,14,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,33,54,66,85,89,101,140,103,109,109,116,122,130,141,148,154,171,188,168,191,191,191,208,208,208,208,208,208,208,208,208,208,208,208,208,208
255,RSO,124,5.166666666666667,"Robin Le Normand","Le Normand",p224919-261118195201,2,Defensa,31411553,ok,0,5,7,6,7,1,6,3,5,2,10,4,9,9,5,1,1,7,4,8,0,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,18,25,26,32,35,40,42,52,56,65,74,79,80,81,88,92,100,100,107,117,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124
257,RSO,72,3.130434782608696,"Andoni Gorosabel","Gorosabel",p235227-21917210602,2,Defensa,866211,ok,2,7,5,5,6,0,7,7,2,1,0,4,0,5,3,2,-1,0,0,7,0,0,7,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,14,19,25,25,32,39,41,42,42,46,46,51,54,56,55,55,55,62,62,62,69,74,72,72,72,72,72,72,72,72,72,72,72,72,72,72
258,RSO,42,1.75,"Joseba Zaldua Bengoechea","Zaldua",zaldua,2,Defensa,558570,ok,-1,0,1,1,2,3,0,0,8,2,6,0,7,0,0,1,2,0,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,6,14,16,22,22,29,29,29,30,32,32,32,34,34,40,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
259,RSO,116,5.2727272727272725,"Aritz Elustondo","Aritz",aritz-elustondo,2,Defensa,20510623,ok,0,6,8,12,8,15,1,4,8,1,15,4,9,4,0,0,-2,0,2,9,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,26,34,49,50,54,62,63,78,82,91,95,95,95,93,93,95,104,104,106,108,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
260,RSO,58,2.761904761904762,"Aihen Muñoz","Aihen",p472145-91218172603,2,Defensa,575125,ok,-3,6,7,5,6,1,7,2,-2,0,7,2,1,0,0,1,-1,1,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,21,22,29,31,29,29,36,38,39,39,39,40,39,40,40,48,48,48,48,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
264,RSO,115,6.388888888888889,"Mikel Oyarzabal","Oyarzabal",mikel-oyarzabal,4,Delantero,51317843,ok,7,11,5,16,-1,6,11,8,0,0,0,0,0,2,2,4,0,-3,0,14,0,7,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,23,39,38,44,55,63,63,63,63,63,63,65,67,71,71,68,68,82,82,89,96,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
265,RSO,45,2.3684210526315788,"Igor Zubeldia","Zubeldia",igor-zubeldia,2,Defensa,558729,ok,0,0,0,0,0,2,9,1,1,4,2,2,0,0,5,2,3,4,2,0,0,4,6,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,13,17,19,21,21,21,26,28,31,35,37,37,37,41,47,47,45,45,45,45,45,45,45,45,45,45,45,45,45,45
268,RSO,102,4.434782608695652,"Adnan Januzaj","Januzaj",adnan-januzaj,3,Centrocampista,4850191,injured,0,2,1,2,1,3,4,1,4,1,5,6,14,5,13,1,1,3,11,7,0,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,9,13,14,18,19,24,30,44,49,62,63,64,67,78,85,85,91,93,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
269,RSO,0,0,"Asier Illarramendi Andonegi","Illarramendi",illarramendi,3,Centrocampista,559050,ok,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,RSO,41,1.7083333333333333,"Ander Guevara Lajo","Guevara",ander-guevara,3,Centrocampista,558989,ok,0,1,0,5,2,0,1,0,2,2,0,1,0,5,4,3,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,8,9,9,11,13,13,14,14,19,23,26,26,26,29,35,35,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
271,RSO,122,6.1,"Mikel Merino Zazón","Mikel Merino",mikel-merino,3,Centrocampista,36032638,ok,1,6,7,6,6,12,6,2,7,1,10,5,12,7,0,0,0,2,4,8,0,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,20,26,38,44,46,53,54,64,69,81,88,88,88,88,90,94,102,102,102,110,118,122,122,122,122,122,122,122,122,122,122,122,122,122,122
274,RSO,137,5.708333333333333,"Alejandro Remiro Gargallo","Remiro",remiro,1,Portero,6484038,ok,3,8,8,8,10,0,8,4,7,2,0,6,9,10,5,7,-3,0,5,7,0,9,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,27,37,37,45,49,56,58,58,64,73,83,88,95,92,92,97,104,104,113,122,130,137,137,137,137,137,137,137,137,137,137,137,137,137,137
275,RSO,74,3.0833333333333335,"Cristian Portugués Manzanera","Portu",portu,4,Delantero,681349,ok,2,2,2,4,5,3,1,6,3,2,5,2,5,1,5,2,3,1,8,1,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,15,18,19,25,28,30,35,37,42,43,48,50,53,54,62,63,63,65,70,72,74,74,74,74,74,74,74,74,74,74,74,74,74,74
283,ESP,108,4.5,"Sergi Gómez Solà","Sergi Gómez",sergi-gomez,2,Defensa,4431355,ok,6,7,1,0,3,7,2,4,8,3,6,8,7,7,7,4,5,5,4,3,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,14,14,17,24,26,30,38,41,47,55,62,69,76,80,85,90,94,97,99,99,102,104,108,108,108,108,108,108,108,108,108,108,108,108,108,108
284,SEV,59,4.916666666666667,"Jesús Navas González","Navas",jesus-navas,2,Defensa,3107956,ok,6,5,5,0,6,3,10,3,4,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,16,22,25,35,38,42,50,55,57,57,57,57,57,57,57,57,57,57,57,57,57,59,59,59,59,59,59,59,59,59,59,59,59,59,59
293,CEL,63,2.52,"Manuel Agudo Durán","Nolito",nolito,4,Delantero,580522,ok,3,3,3,1,3,2,4,4,4,5,3,2,8,3,3,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,10,13,15,19,23,27,32,35,37,45,48,51,53,55,56,57,59,61,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
294,SEV,26,1.3,"Munir El Haddadi Mohamed","Munir",el-haddadi,4,Delantero,558635,ok,0,0,0,0,0,0,0,1,0,9,0,0,2,2,1,2,2,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,1,1,10,10,10,12,14,15,17,19,20,23,23,23,23,24,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
296,SEV,117,4.68,"Joan Jordán Moreno","Jordán",joan-jordan,3,Centrocampista,14458770,ok,5,6,4,4,2,7,8,2,5,2,4,6,8,4,4,8,3,3,5,7,3,3,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,85,17,24,32,34,39,41,45,51,59,63,67,75,78,81,90,97,100,103,110,115,117,117,117,117,117,117,117,117,117,117,117,117,117,117
298,VAL,6,0.3157894736842105,"Jaume Domenech Sánchez","Jaume Domenech",jaume,1,Portero,559251,ok,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
300,VAL,35,1.5909090909090908,"Mouctar Diakhaby","Diakhaby",mouctar-diakhaby,2,Defensa,560038,ok,1,1,1,1,0,1,0,1,2,-4,1,2,1,8,4,0,10,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,5,5,6,8,4,5,7,8,16,20,20,30,31,31,32,33,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35
301,VAL,72,5.538461538461538,"Gabriel Armando De Abreu","Gabriel Paulista",gabriel-paulista,2,Defensa,2746796,ok,8,6,8,2,2,2,7,12,7,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,22,24,26,28,35,47,54,59,65,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
302,VAL,78,4.588235294117647,"José Luis Gayá Peña","Gayá",gaya,2,Defensa,9965239,doubtful,5,7,7,2,0,0,0,0,6,10,-1,7,6,5,4,8,0,2,0,0,5,0,6,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,19,21,21,21,21,21,27,37,36,43,49,54,58,66,66,68,68,68,73,73,79,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78
304,ATM,73,3.65,"Daniel Wass","Wass",wass,2,Defensa,4186964,injured,5,3,14,7,4,1,5,9,0,1,-2,6,0,5,2,4,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,22,29,33,34,39,48,48,49,47,53,53,58,60,64,69,69,70,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
305,VAL,32,1.8823529411764706,"Denis Cheryshev","Cheryshev",cheryshev,3,Centrocampista,574499,ok,10,3,9,2,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,22,24,24,24,24,24,26,26,26,26,26,26,27,27,29,30,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
306,VAL,172,6.88,"Gonçalo Manuel Ganchinho Guedes","Guedes",goncalo-guedes,4,Delantero,58225181,ok,8,4,18,10,4,3,8,9,4,10,1,6,9,5,5,1,11,19,0,7,10,9,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,30,40,44,47,55,64,68,78,79,85,94,99,104,105,116,135,135,142,152,161,163,171,172,172,172,172,172,172,172,172,172,172,172,172,172,172
307,VIL,43,3.3076923076923075,"Francis Coquelin","Coquelin",francis-coquelin,3,Centrocampista,567089,injured,2,2,2,0,2,2,3,6,3,9,2,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,6,8,10,13,19,22,31,33,35,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
308,VAL,117,6.157894736842105,"Carlos Soler Barragán","Soler",carlos-soler,3,Centrocampista,37584625,ok,12,11,14,10,1,0,0,0,2,1,0,7,2,5,10,5,7,14,2,0,0,3,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,37,47,48,48,48,48,50,51,51,58,60,65,75,80,87,101,103,103,103,106,110,111,117,117,117,117,117,117,117,117,117,117,117,117,117,117
309,MLL,75,3.9473684210526314,"Kang-In Lee","Lee Kang-In",p451358-301018183703,3,Centrocampista,639703,ok,0,0,0,3,1,8,4,6,5,5,0,5,3,2,7,9,7,1,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,16,22,27,32,32,37,40,42,49,58,65,66,70,70,70,72,72,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75
310,VIL,125,5.9523809523809526,"Daniel Parejo Muñoz","Parejo",dani-parejo,3,Centrocampista,24668088,ok,0,0,0,11,4,3,5,5,3,3,9,4,7,10,4,3,10,6,0,3,3,11,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,7,12,17,20,23,32,36,43,53,57,60,70,76,76,90,93,104,111,118,125,125,125,125,125,125,125,125,125,125,125,125,125,125
311,ATM,72,3.789473684210526,"Geoffrey Kondogbia","Kondogbia",kondogbia,3,Centrocampista,716213,ok,9,6,2,3,3,0,3,0,2,2,0,0,0,2,0,4,1,5,12,6,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,17,20,23,23,26,26,42,28,28,28,28,30,30,34,35,40,54,60,70,70,70,64,72,72,72,72,72,72,72,72,72,72,72,72,72,72
313,CEL,118,4.916666666666667,"Santiago Mina Lorenzo","Santi Mina",santi-mina,4,Delantero,21656720,ok,3,4,3,8,9,13,9,2,4,16,3,1,0,0,8,1,2,8,5,0,9,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,18,27,40,49,51,55,71,74,75,75,75,83,84,86,94,99,99,108,109,114,117,118,118,118,118,118,118,118,118,118,118,118,118,118,118
